DISTANCE	RL	AIR	ADR	IR	DR	AVG_GAP_SIZE	MSA_LEN	MSA_MAX_LEN	MSA_MIN_LEN	TOT_NUM_GAPS	NUM_GAPS_LEN_ONE	NUM_GAPS_LEN_TWO	NUM_GAPS_LEN_THREE	NUM_GAPS_LEN_AT_LEAST_FOUR	AVG_UNIQUE_GAP_SIZE	TOT_NUM_UNIQE_GAPS	NUM_GAPS_LEN_ONE_POS_1_GAPS	NUM_GAPS_LEN_ONE_POS_2_GAPS	NUM_GAPS_LEN_ONE_POS_N_MINUS_1_GAPS	NUM_GAPS_LEN_TWO_POS_1_GAPS	NUM_GAPS_LEN_TWO_POS_2_GAPS	NUM_GAPS_LEN_TWO_POS_N_MINUS_1_GAPS	NUM_GAPS_LEN_THREE_POS_1_GAPS	NUM_GAPS_LEN_THREE_POS_2_GAPS	NUM_GAPS_LEN_THREE_POS_N_MINUS_1_GAPS	NUM_GAPS_LEN_AT_LEAST_FOUR_POS_1_GAPS	NUM_GAPS_LEN_AT_LEAST_FOUR_POS_2_GAPS	NUM_GAPS_LEN_AT_LEAST_FOUR_POS_N_MINUS_1_GAPS	MSA_POSITION_WITH_0_GAPS	MSA_POSITION_WITH_1_GAPS	MSA_POSITION_WITH_2_GAPS	MSA_POSITION_WITH_N_MINUS_1_GAPS
input_msa						3.11765	88	78	77	17	7	0	4	6	3.5	6	0	0	1	0	0	0	0	0	1	2	0	1	67	10	0	10
input_msa						12.2963	166	136	82	27	1	5	0	21	9.91667	12	1	0	0	1	0	1	0	0	0	4	1	3	71	15	0	77
input_msa						3.9375	108	101	85	16	4	5	0	7	5.0	8	1	0	0	1	0	1	0	0	0	3	0	1	70	29	1	8
input_msa						7.04545	119	101	82	22	4	6	4	8	5.45455	11	2	1	0	2	0	1	1	0	0	1	0	1	65	17	2	29
input_msa						34.0	82	82	48	4	0	0	0	4	34.0	1	0	0	0	0	0	0	0	0	0	0	0	1	48	0	0	34
input_msa						4.27273	95	88	85	11	4	2	1	4	3.4	5	0	0	1	2	0	0	1	0	0	0	0	1	78	7	0	10
input_msa						16.1786	223	170	93	28	3	1	2	22	19.3125	16	0	0	0	1	0	0	0	1	0	8	3	2	86	10	26	88
input_msa						0.0	73	73	73	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0
input_msa						9.0	92	91	46	20	8	0	0	12	6.0	8	3	1	0	0	0	0	0	0	0	0	0	3	44	3	1	43
input_msa						8.75	106	103	80	12	3	1	0	8	7.0	4	0	0	0	1	0	0	0	0	0	0	0	2	78	2	0	25
input_msa						4.0	98	92	64	17	6	6	0	5	5.33333	9	0	0	0	2	2	0	0	0	0	2	0	0	54	32	2	2
input_msa						4.0	74	74	70	1	0	0	0	1	4.0	1	0	0	0	0	0	0	0	0	0	1	0	0	70	4	0	0
input_msa						7.4	87	86	74	5	1	0	0	4	6.33333	3	1	0	0	0	0	0	0	0	0	0	2	0	74	0	7	5
input_msa						2.47059	102	97	87	17	4	8	3	2	2.88889	9	0	2	0	2	1	1	0	0	0	2	0	0	79	14	3	4
input_msa						9.69697	125	107	41	33	8	3	3	19	8.33333	18	2	0	0	1	1	0	1	1	0	6	1	2	28	10	0	49
input_msa						9.4	137	109	83	25	9	0	0	16	9.7	10	0	1	1	0	0	0	0	0	0	3	1	2	61	15	7	44
input_msa						5.1875	80	71	60	16	7	3	0	6	3.875	8	3	0	1	0	0	0	0	0	0	2	0	1	51	11	0	18
input_msa						9.88889	91	90	46	18	2	0	8	8	7.66667	6	2	0	0	0	0	0	0	0	2	0	0	2	45	2	0	44
input_msa						6.0	94	88	53	12	0	5	0	7	9.4	5	0	0	0	1	0	1	0	0	0	1	1	1	53	28	2	7
input_msa						12.8966	193	141	93	29	7	1	4	17	15.9412	17	1	1	1	1	0	0	1	0	0	6	4	0	55	31	34	56
input_msa						1.61538	99	98	94	13	5	8	0	0	1.5	4	1	0	1	0	0	2	0	0	0	0	0	0	93	1	0	5
